wallet_provider,wallet_id,balance,monthly_transactions,average_transaction,top_up_frequency,duitnow_qr_usage,user_id
Boost,66b12ce3-67d1-47fd-8750-43e3fc5834d2,175.52,28,91.3,5,8,0240dd70-26c7-49b5-96b9-f5c4add0add7
Touch n Go eWallet,162a6b6e-809b-47b2-bf76-d95f86b54d69,413.29,14,23.0,6,15,92d0b5a9-35f0-42d0-a8a9-7e0387bfe029
MAE,21b02e02-8451-499a-9c8c-dc82f1eeda42,85.21,5,25.81,2,15,92d0b5a9-35f0-42d0-a8a9-7e0387bfe029
Touch n Go eWallet,6a11f23d-088c-49a0-b19e-bb7c1207aa0c,330.66,8,67.61,2,8,52d0f7c4-d3f1-4365-a734-ffdb9fc5b5e7
ShopeePay,9906d232-2177-427c-be4c-d6667d181b88,280.56,27,50.47,3,10,52d0f7c4-d3f1-4365-a734-ffdb9fc5b5e7
MAE,4062d41f-55d0-4f9c-ab3b-db5a196a3926,380.65,25,10.22,6,14,98cea4ce-e500-4e8d-9b98-e9c1a015aac4
GrabPay,b2c905ad-7050-470d-af8a-e41a46765fc7,185.94,24,98.43,2,11,98cea4ce-e500-4e8d-9b98-e9c1a015aac4
Boost,d25a4b8d-aa0b-40a7-ab01-cafd5a2d409e,208.0,12,32.52,8,4,813bd4dc-eb8d-4bb0-b0e1-cb6ffc7e558f
ShopeePay,14db48da-481c-41b3-9bde-88262c7cf02a,190.93,21,83.26,5,10,813bd4dc-eb8d-4bb0-b0e1-cb6ffc7e558f
GoPayz,29d8bdc9-adac-44cc-ac38-4d209674f9a1,290.26,16,45.94,8,9,813bd4dc-eb8d-4bb0-b0e1-cb6ffc7e558f
Touch n Go eWallet,e2c8b00b-8e47-4816-8049-0cb841b9abf4,497.22,5,27.38,8,15,65aa7dab-5306-48f4-a84c-137a854e8a11
Boost,eecfdfbc-8c5b-4112-b488-5850524d0093,494.49,29,49.04,4,5,65aa7dab-5306-48f4-a84c-137a854e8a11
GoPayz,a2f61ffc-bf32-4034-aea5-8b82defeb574,39.18,8,73.64,7,14,acf3f04c-2404-4614-af09-41cec141e5d3
MAE,545882b7-3b8d-45ce-bf7c-f23a149d405a,433.71,19,40.16,2,3,acf3f04c-2404-4614-af09-41cec141e5d3
GrabPay,d9b42b04-6694-4d98-baf4-d902e5a5bede,370.27,30,76.7,4,12,acf3f04c-2404-4614-af09-41cec141e5d3
Touch n Go eWallet,75b6bf4f-de7b-4cc8-b162-e32d68055316,25.07,18,88.45,1,13,acf3f04c-2404-4614-af09-41cec141e5d3
Boost,05ed54ac-ef70-4e0f-b0fa-36ba639a5c6a,158.55,20,84.53,7,12,79cca8d2-02d1-4f68-a043-a7aa76e6c9d9
MAE,26234e0d-fdf1-49bd-8de9-4ddaa25143d0,49.33,24,52.06,4,6,79cca8d2-02d1-4f68-a043-a7aa76e6c9d9
Boost,84fa4f7f-3779-4638-8d5d-ca6be7dc5757,357.4,23,81.81,5,10,b4e27b16-11d7-4f95-a9e4-f785cc8b56e2
GoPayz,41eace97-0ef9-4306-be2c-eea97fc304b1,317.85,6,35.88,3,11,b4e27b16-11d7-4f95-a9e4-f785cc8b56e2
Touch n Go eWallet,9926815b-c441-4061-b45d-8f95465ac71c,353.44,19,97.1,4,15,b4e27b16-11d7-4f95-a9e4-f785cc8b56e2
GrabPay,5fa81092-a99e-481d-b4bc-b35960d6314f,94.61,28,34.47,3,11,b4e27b16-11d7-4f95-a9e4-f785cc8b56e2
GoPayz,19e88cb0-96d7-4e4d-bc03-6a5c98846da1,367.5,15,49.71,6,5,5ec7dffb-c00c-495a-9d9c-fa960f267aa6
GrabPay,837a296e-1226-4c20-9d32-a7e8c11ccdaa,413.31,24,36.08,8,8,5ec7dffb-c00c-495a-9d9c-fa960f267aa6
Boost,1f7cd516-4050-429a-aa66-78fd403fc45d,266.79,6,85.54,4,8,5ec7dffb-c00c-495a-9d9c-fa960f267aa6
GrabPay,49eed68f-f34b-4acb-bd13-b27ce907c183,449.51,12,57.98,2,7,889d87d3-f34c-4b20-ad9c-e1e1f639e76a
Touch n Go eWallet,4d231316-d7a0-43e2-b5e9-32c4610c39a2,450.08,6,82.52,5,8,889d87d3-f34c-4b20-ad9c-e1e1f639e76a
ShopeePay,053970cb-a338-464f-bf3c-25ef904a1efc,250.92,12,47.37,1,15,889d87d3-f34c-4b20-ad9c-e1e1f639e76a
GoPayz,ddf103b0-ea69-4c79-86ff-ec7a22582508,321.93,26,21.49,5,7,2efce045-192e-4de5-bdac-909df3fadce1
MAE,10c54ebc-41c5-44e9-83cb-a20a7a84da8b,234.48,19,89.96,1,4,2efce045-192e-4de5-bdac-909df3fadce1
Touch n Go eWallet,c8ea6f2d-f473-4628-b58c-96f330b6f275,454.87,25,99.55,7,9,2efce045-192e-4de5-bdac-909df3fadce1
GrabPay,4e8f0096-f4ef-49cb-991e-083050c08701,351.33,18,17.17,8,11,2efce045-192e-4de5-bdac-909df3fadce1
GrabPay,d7aaf78f-804a-491f-833e-c6db15c5d0c8,318.87,18,91.92,7,8,dba5bbe4-dec5-4b71-9c38-0a95173e36ae
GoPayz,82093cdb-94d3-41a0-9209-1670be92f09d,40.34,7,62.25,4,13,dba5bbe4-dec5-4b71-9c38-0a95173e36ae
GoPayz,53cda164-bf42-4305-9b42-f5cfd7320045,474.04,18,55.01,2,8,6b84a9c8-91c2-428f-a6f3-860f3293be3e
GrabPay,effc0625-b3da-47ba-9ee9-83ca87385711,35.9,23,50.64,3,11,6b84a9c8-91c2-428f-a6f3-860f3293be3e
Boost,54dad75f-0549-4987-9ee0-2938201cdc1e,433.37,25,30.3,3,5,0c7eb533-1229-4131-a2d8-cbdacb77f7a2
Touch n Go eWallet,34db1515-382c-4860-8bdd-d36ef65f8491,425.74,25,64.84,4,12,0c7eb533-1229-4131-a2d8-cbdacb77f7a2
Touch n Go eWallet,d466c337-9fdf-4bab-bd8a-169de899fcf2,244.82,17,14.28,1,14,daafccf6-eebd-49d9-8c91-e986896c8cb9
Boost,cc1308e3-da92-4862-ba1f-7302231565c8,248.06,13,66.21,6,3,daafccf6-eebd-49d9-8c91-e986896c8cb9
MAE,d3efb0c9-40d2-419e-903f-7eae96370a63,260.62,6,58.94,3,12,daafccf6-eebd-49d9-8c91-e986896c8cb9
ShopeePay,3cd66ada-638d-4f15-8f76-1615887abc14,46.94,11,29.69,7,10,daafccf6-eebd-49d9-8c91-e986896c8cb9
Touch n Go eWallet,0e5c4759-e9b1-4f27-8ebc-790fb37e7781,485.25,10,11.06,2,9,0f253c99-3f59-4912-ada4-27599952678f
Boost,d07043fa-ff3c-4406-b52f-8fbc661d0b48,165.35,18,80.09,3,5,0f253c99-3f59-4912-ada4-27599952678f
ShopeePay,cfe0f749-1ca0-448f-8968-8fd61c88ac69,49.39,18,99.03,4,8,0f253c99-3f59-4912-ada4-27599952678f
Boost,89ba3708-0d20-40bc-bee0-264949272903,420.36,8,33.2,6,4,086bc5c6-e8a9-4c14-8225-91e73bafaa64
GoPayz,d816c36c-a906-46b8-828a-63719e7175be,238.34,26,74.03,8,3,086bc5c6-e8a9-4c14-8225-91e73bafaa64
Boost,ab83b586-c41a-4636-889f-741b6fdbb306,243.97,11,40.33,6,13,f31d343e-2712-4e16-a8fb-6c99b5c42572
GrabPay,bf08f671-4402-4dad-9f68-2bf145dee85f,155.54,12,84.14,8,12,f31d343e-2712-4e16-a8fb-6c99b5c42572
Touch n Go eWallet,aa91df0e-b442-4046-9ab7-e3b199718c32,60.42,15,24.84,8,4,f31d343e-2712-4e16-a8fb-6c99b5c42572
GrabPay,2284a329-1116-4eff-a050-8b1cf74675bc,472.35,25,83.46,8,8,dae14d74-40be-4b77-b7c6-7458e65a019b
Touch n Go eWallet,3dd38083-e27a-4a10-8cec-ef73647c1891,191.86,9,46.37,2,15,dae14d74-40be-4b77-b7c6-7458e65a019b
Boost,973934aa-a58a-456e-9a4b-5b50a7c6f4ab,423.06,7,33.74,3,3,dae14d74-40be-4b77-b7c6-7458e65a019b
ShopeePay,0b1e1cf2-4cac-433c-bf09-989d3a118e10,183.01,23,88.81,2,12,dae14d74-40be-4b77-b7c6-7458e65a019b
Boost,7fae0bdd-cd08-4128-bdb4-9960a414bfc8,145.39,27,26.78,3,4,ccd254fe-e5ff-410c-b996-af32b7b14215
ShopeePay,75b6131b-336d-45af-98c7-0ea38548d0ee,243.54,6,34.57,4,10,ccd254fe-e5ff-410c-b996-af32b7b14215
GrabPay,58d344d5-932b-41f3-beb3-9b238c133381,131.84,10,91.59,3,8,ccd254fe-e5ff-410c-b996-af32b7b14215
GoPayz,d94853b7-8c42-4738-8e1c-1b1f6eda8066,322.86,30,53.81,7,4,741ba2ae-05bd-49b5-b4ad-38a65a1c9d4f
ShopeePay,00407ca9-29e4-4689-8342-21b827072228,289.17,16,44.3,8,15,741ba2ae-05bd-49b5-b4ad-38a65a1c9d4f
Touch n Go eWallet,2c9277a3-44b4-4f90-a9a6-a20ae8e860c3,496.01,6,28.98,1,5,741ba2ae-05bd-49b5-b4ad-38a65a1c9d4f
Boost,fabd4077-8da8-4ac7-b289-9cef70327e51,142.59,22,61.72,6,9,741ba2ae-05bd-49b5-b4ad-38a65a1c9d4f
MAE,cdb9f513-6d50-479d-ae1b-99d35067a9a4,43.96,21,48.22,7,8,28787fbc-6f1a-428c-800a-aa3d2bd825dd
ShopeePay,832d7f68-68a2-4cd9-81a9-2fe624993c46,371.48,7,10.16,2,9,28787fbc-6f1a-428c-800a-aa3d2bd825dd
ShopeePay,b3e452fb-2e01-4c52-8590-2eefb013a8cb,163.04,13,97.24,6,4,8779cdab-2264-4286-b2eb-ddb2be5b0b94
MAE,34063e15-c3a5-4b42-9a81-28b5284d3ff5,38.3,10,10.39,1,8,8779cdab-2264-4286-b2eb-ddb2be5b0b94
GoPayz,391597a5-7411-41ba-9d9f-3f4ba0844a0c,499.5,30,78.47,7,14,8779cdab-2264-4286-b2eb-ddb2be5b0b94
GrabPay,72171778-0aaf-4080-b2f8-f494b6e86336,394.33,17,58.57,4,13,a6a8b18f-e249-447a-b459-2b8fb038306d
ShopeePay,a13e8c43-99cf-47b5-a26f-ce15af8edd14,475.77,21,64.95,7,15,a6a8b18f-e249-447a-b459-2b8fb038306d
GoPayz,4fe74861-38fe-4599-840c-819df877a364,94.39,14,24.1,5,13,4dc65a20-ebe6-4066-97ce-336ee550b446
Boost,0529605e-40f0-4b04-8be5-bbb6e7fa2678,437.89,11,60.66,1,12,4dc65a20-ebe6-4066-97ce-336ee550b446
MAE,d187f544-1a08-46b1-8d6d-4968a0497ec0,326.59,23,87.18,3,9,645ca1f3-6377-4c95-9292-5821d0db966e
Boost,afa18c61-e8c3-476a-9bb6-8ab56425618b,379.93,10,77.43,5,3,645ca1f3-6377-4c95-9292-5821d0db966e
GoPayz,1aa48464-f52e-4943-9e22-081fb9da7907,164.06,14,29.3,8,10,a3fcf16e-2a8a-424b-9558-6ae42153fb3b
ShopeePay,7c8c3dc4-f15c-4077-afcb-3d6cb76b2658,494.83,28,64.59,6,8,a3fcf16e-2a8a-424b-9558-6ae42153fb3b
GrabPay,97860a8c-44e7-484e-9d47-4eda447c6215,496.13,17,86.14,7,10,a3fcf16e-2a8a-424b-9558-6ae42153fb3b
Touch n Go eWallet,8622c888-1a11-4fe7-8b3d-6c7107f5fdb7,490.88,24,33.9,8,13,b4f97383-4625-4bc0-b340-2062e054e8ab
MAE,ad3473d0-24f0-4355-9d55-1cf3112fb9b8,354.06,15,97.89,4,8,b4f97383-4625-4bc0-b340-2062e054e8ab
GoPayz,cb1a454b-f27d-4d5e-9256-183e5d9ee00f,286.58,21,85.26,7,6,d71a9f8d-fe18-4936-bbec-d10c6d813707
Boost,45a9d90e-25bf-43b2-a9dd-274763460446,123.12,18,33.45,4,7,d71a9f8d-fe18-4936-bbec-d10c6d813707
GrabPay,2fa895a9-5fb6-4b4f-9521-273b4dd2d088,267.18,8,20.98,1,12,d71a9f8d-fe18-4936-bbec-d10c6d813707
GrabPay,19314999-e46f-4c38-a4a1-37482233b773,333.53,22,82.92,4,13,0e791cb5-6a91-418f-a498-649970e5c8b3
Boost,78085b70-a6ad-4a3b-99ed-a16f1ba63db0,365.99,23,31.43,8,4,0e791cb5-6a91-418f-a498-649970e5c8b3
GrabPay,a18b7524-96b6-4a09-a3ed-6d7613637e2c,202.67,24,92.91,8,10,7e224cae-56c5-4ad9-909a-e6e3855e8293
ShopeePay,2605cdea-48cb-49f1-b548-8401d8a147a1,469.86,30,64.13,8,5,7e224cae-56c5-4ad9-909a-e6e3855e8293
Boost,ddbfda63-d7d3-4698-b274-6842fa6d4b48,191.12,24,98.93,1,7,7e224cae-56c5-4ad9-909a-e6e3855e8293
GoPayz,f88e0a44-5f6b-49c2-a576-01cf9977c8a8,202.35,17,65.5,5,12,7e224cae-56c5-4ad9-909a-e6e3855e8293
Boost,58216838-2924-4764-9028-74f5d32ac0c9,32.31,13,23.46,5,5,182ed61e-96e3-4f05-bd63-a7d334b43190
GrabPay,99bd12ac-9b06-4c75-96e4-f57c96c761b0,445.08,5,66.7,8,10,182ed61e-96e3-4f05-bd63-a7d334b43190
GoPayz,1928a3dc-1a18-4f9a-8f26-3db9e795cead,265.25,9,93.76,6,4,182ed61e-96e3-4f05-bd63-a7d334b43190
MAE,ae80bf74-e107-4f65-92cc-5ca7018a8357,77.03,6,71.05,1,6,182ed61e-96e3-4f05-bd63-a7d334b43190
MAE,f988d961-9058-4ea9-a17d-c5714fe98fd2,424.89,19,79.11,5,14,8050df6c-cc7d-4b0e-a11e-8a91ef59c9f7
GoPayz,36cb95d1-21c7-4cee-8352-a6c5bc4ef189,385.85,19,63.56,8,10,8050df6c-cc7d-4b0e-a11e-8a91ef59c9f7
ShopeePay,9286fd2d-5740-4505-94d5-9d19efc07502,224.23,10,35.15,4,5,8fc16e74-3337-43aa-aa4c-340bafc63b7c
Touch n Go eWallet,fa1a8e14-7836-4511-a3f9-3b12b8890265,389.66,23,63.14,7,5,8fc16e74-3337-43aa-aa4c-340bafc63b7c
MAE,ba2f8fd2-e6ca-43ea-b1bd-f196061bed95,418.75,14,31.62,4,7,018e3861-ca31-49d6-a48b-0360d3f9b972
GoPayz,a1a5e8c0-bfdf-4c46-a105-c2a95f647a1a,393.31,5,77.44,3,6,018e3861-ca31-49d6-a48b-0360d3f9b972
Touch n Go eWallet,d36e547d-7749-466f-9775-566267eb6bdc,54.46,13,71.75,2,14,018e3861-ca31-49d6-a48b-0360d3f9b972
ShopeePay,0bf583b4-12ee-47cf-aa37-7f9ccb15f5d1,179.07,27,12.35,8,3,3f2b1bb7-168d-4213-aa3f-d860b5b70969
GrabPay,89527848-781a-4e73-b4c3-e94098fe6928,339.63,15,31.29,4,15,3f2b1bb7-168d-4213-aa3f-d860b5b70969
Touch n Go eWallet,bce7c41f-8396-4b72-95fb-0a4c88a093a0,121.75,28,64.78,6,11,3f2b1bb7-168d-4213-aa3f-d860b5b70969
Boost,e268d8ef-2619-4f9f-bfb4-afd7a994d3c8,252.04,13,96.34,1,8,3f2b1bb7-168d-4213-aa3f-d860b5b70969
ShopeePay,be74dfc0-a739-4dc3-b998-8c60f4ace790,452.03,5,65.86,3,7,05f6c018-e457-4d81-8daf-76e470678e99
GrabPay,186ae068-bd00-4001-928e-8ceafb15537a,145.64,18,18.13,5,12,05f6c018-e457-4d81-8daf-76e470678e99
GrabPay,4f030dff-4abf-47f7-aea7-e8f6b37135e6,11.13,11,36.29,3,8,db74aa62-ffd3-404c-a496-919139ecf8ab
Touch n Go eWallet,227e5db5-b8b5-4e4a-bd5d-cce80647420d,478.1,5,29.93,2,5,db74aa62-ffd3-404c-a496-919139ecf8ab
GoPayz,da78a025-405e-4f28-a498-6b5edef2ff27,494.99,22,14.59,2,15,399cd113-d347-428a-acb7-1670382ac7a3
Touch n Go eWallet,833fa1c4-694e-4e0f-993a-1e2935bfb3d7,76.26,18,87.68,2,12,399cd113-d347-428a-acb7-1670382ac7a3
MAE,59e2e0d6-2305-4c53-ba5f-e45bfb272c77,94.32,17,34.39,4,14,399cd113-d347-428a-acb7-1670382ac7a3
GrabPay,406eef3c-3d1a-49ef-9807-2e34110ac4e7,383.98,28,57.02,4,3,399cd113-d347-428a-acb7-1670382ac7a3
Touch n Go eWallet,2661c870-39bc-4aff-9d64-593a6408443c,250.16,13,57.69,6,12,54805c9b-2017-4980-b459-dbd640a43e1c
GrabPay,48d65caf-2d3a-4daa-81f7-3b0d82e8dc12,78.05,8,35.62,3,6,54805c9b-2017-4980-b459-dbd640a43e1c
ShopeePay,f35de47a-2fe6-4a7c-a417-c38aaf97c9af,383.52,6,20.49,3,4,7c5c3eb4-31ea-4895-9199-1f3349b94a0f
GrabPay,ebb0a547-0416-43e6-a892-60124af79ecc,314.1,23,35.11,4,7,7c5c3eb4-31ea-4895-9199-1f3349b94a0f
GoPayz,12abe710-089d-48ca-88a5-e3b717084b51,360.55,18,91.88,6,10,7c5c3eb4-31ea-4895-9199-1f3349b94a0f
Touch n Go eWallet,aab3c3cb-4042-4d3e-959c-9d20255cb02b,489.57,6,44.85,5,8,709936d8-5a52-4e59-9c88-9528cec6bf6f
MAE,bdc92c0e-9b78-4656-8e33-381e682435e3,89.14,26,90.15,1,5,709936d8-5a52-4e59-9c88-9528cec6bf6f
GoPayz,53ac3de2-2f7b-473c-9427-354e45c20edc,79.94,17,85.58,8,3,709936d8-5a52-4e59-9c88-9528cec6bf6f
ShopeePay,fe8aeec9-e7b9-4890-a374-534859aec849,105.78,15,94.96,2,15,2db2ad7e-f947-4713-8756-575a86ccc8b4
GrabPay,660b9ac1-a052-49bc-92e8-204f487fa8ab,84.77,24,91.32,7,14,2db2ad7e-f947-4713-8756-575a86ccc8b4
GrabPay,2328e6fc-8131-4637-b761-ea55ccc77564,99.13,23,71.99,5,14,35a90527-2ca7-4685-88fe-b97ee78fd7ac
Touch n Go eWallet,1c316864-187b-4b41-aa43-1208e20a18e3,292.51,24,55.38,1,9,35a90527-2ca7-4685-88fe-b97ee78fd7ac
Touch n Go eWallet,8bba17db-baf8-407f-8c3b-97633f7668c8,476.75,26,21.97,6,14,4f5e9ab0-1b35-448b-b32d-8e6394a1da9a
ShopeePay,9e0f53fb-3af9-47b2-b60a-281c5dd2f0bd,288.25,19,44.1,4,3,4f5e9ab0-1b35-448b-b32d-8e6394a1da9a
GrabPay,ac218cdc-a102-44d9-8bed-21d78061e0cc,53.05,14,26.04,4,3,4f5e9ab0-1b35-448b-b32d-8e6394a1da9a
MAE,03f0786c-50d3-4b78-8594-fc55f8503ca0,198.98,21,28.16,3,14,4f5e9ab0-1b35-448b-b32d-8e6394a1da9a
MAE,22ce30d4-f8d5-44b0-882f-3ae10601194e,497.74,14,42.68,1,7,16aba3c0-d1d8-4470-9e0b-684263af00f7
GoPayz,cd3a68ec-0c99-48fc-bdcc-51f009af5695,28.91,21,26.61,6,12,16aba3c0-d1d8-4470-9e0b-684263af00f7
ShopeePay,9a385bef-cc2e-4762-8cef-c493f570d128,120.26,27,28.98,3,7,9bfb7a9a-2621-4c7e-9386-cd082afbf206
GoPayz,cfc95159-7707-452d-8d03-b51bb6fc6268,254.08,12,86.8,6,12,9bfb7a9a-2621-4c7e-9386-cd082afbf206
GoPayz,3b03093d-40ed-4cc8-8e57-f9b97dc27a80,342.01,5,30.57,5,10,372e05d6-2749-41ca-86fc-37900c7fa4e3
ShopeePay,0610e20b-5c12-4b7d-958d-c9db274b3df5,80.63,28,29.69,8,12,372e05d6-2749-41ca-86fc-37900c7fa4e3
MAE,86d5e868-f893-4a6c-8323-e9e6aced4258,473.39,30,27.39,3,9,372e05d6-2749-41ca-86fc-37900c7fa4e3
Boost,efb28de0-feeb-4b94-bf56-5d2e2292843b,385.82,15,32.69,3,11,2727d3f1-ca64-4df4-b891-cbd68b4986cb
MAE,ae6f4343-ad49-4654-830c-20669132c603,379.89,19,71.36,4,11,2727d3f1-ca64-4df4-b891-cbd68b4986cb
Touch n Go eWallet,5c9f91f9-781e-469a-9707-ad7319705db7,110.53,25,29.12,4,11,e09bd648-442f-4c06-8597-978b633c5587
Boost,31d32eaa-bb75-46c2-9184-1016727fc004,118.47,12,45.69,3,3,e09bd648-442f-4c06-8597-978b633c5587
ShopeePay,0b172841-c52d-4730-9d69-0f5b26ff6149,255.85,23,27.15,3,4,e09bd648-442f-4c06-8597-978b633c5587
GoPayz,e922541e-b129-4897-bcc3-69473d9876bb,369.77,17,53.14,8,15,f43086a7-df4f-499a-b7af-5fe19f8985c0
GrabPay,3a56aee1-8f5d-499e-bbc7-42e8681710f7,450.46,6,88.16,3,10,f43086a7-df4f-499a-b7af-5fe19f8985c0
ShopeePay,91a32576-e1d3-4c28-aeab-401deed86bc7,333.38,19,75.35,5,13,f43086a7-df4f-499a-b7af-5fe19f8985c0
MAE,0b070faf-ad84-496a-a252-1bbcd7858dfd,76.59,26,20.24,2,3,f43086a7-df4f-499a-b7af-5fe19f8985c0
GoPayz,d39340c5-7a32-4ff9-aac9-059f4129cf8d,429.93,5,55.75,8,12,41236078-5502-4cc2-ba7f-48158257df36
ShopeePay,3027759e-5f96-4eb9-8d21-165bf3a3277e,218.23,12,11.95,6,3,41236078-5502-4cc2-ba7f-48158257df36
GrabPay,b05520a7-b8dd-4250-a9d0-c3ace88bd562,490.8,19,26.02,1,14,41236078-5502-4cc2-ba7f-48158257df36
Touch n Go eWallet,2bdefad4-9dc1-496a-a39f-10caa8aa389c,161.4,19,60.75,1,3,3af51c55-b92c-4069-b3a0-7b76f2f5a8c7
GoPayz,4d84a899-f7c9-4656-aab5-1533df253411,175.31,23,34.57,1,14,3af51c55-b92c-4069-b3a0-7b76f2f5a8c7
MAE,8767b286-6c4d-4826-98ca-6a52c5e48058,193.92,23,22.45,6,9,3af51c55-b92c-4069-b3a0-7b76f2f5a8c7
Boost,dc92b19f-c2e2-4ca2-af5b-66ca4c50c33e,391.36,11,97.31,8,7,3af51c55-b92c-4069-b3a0-7b76f2f5a8c7
GoPayz,a1ee651c-406b-406b-884b-29fac9cd5699,73.96,27,35.31,7,9,65e9ceca-db3e-4814-ae05-bda74b800933
MAE,c743551c-7a7e-4754-aa89-00c8d09561e2,411.36,7,14.12,7,14,65e9ceca-db3e-4814-ae05-bda74b800933
Boost,c88c2518-d591-4939-b73e-138cd74d4eb6,464.12,20,50.44,7,8,65e9ceca-db3e-4814-ae05-bda74b800933
Boost,1464cf04-8d45-44d5-800f-3d6dddb9bfaa,78.44,19,67.68,2,8,90ccf05e-d68e-4076-afa2-717bcdf56a56
ShopeePay,a379e084-2e73-4448-948f-461907b3ae06,237.75,24,39.59,5,9,90ccf05e-d68e-4076-afa2-717bcdf56a56
Touch n Go eWallet,47a0720a-fa45-4077-aaaf-8338f644138c,85.26,21,34.71,6,15,90ccf05e-d68e-4076-afa2-717bcdf56a56
GoPayz,dabd8daa-42ff-4922-b1b5-dc5384367852,496.35,8,63.81,2,6,90ccf05e-d68e-4076-afa2-717bcdf56a56
GrabPay,28c40c9d-aee3-46fe-92f5-8452150d6f99,358.24,26,66.57,4,11,98d0aeee-5164-4a3c-aa4f-a25f0f2ba2d3
GoPayz,c67db541-781e-4c66-8936-8e7fe3b70dac,275.29,15,36.0,6,15,98d0aeee-5164-4a3c-aa4f-a25f0f2ba2d3
Boost,6db20748-ee83-4272-b910-e2b7f2be60d3,140.9,8,77.71,4,15,d8608727-4462-4990-819f-51935ad0cebd
GoPayz,e5446164-76ab-4bc5-a9a0-8f808b3170bc,295.38,12,61.5,3,13,d8608727-4462-4990-819f-51935ad0cebd
MAE,e3143911-a7d0-47b0-bcef-b3923e6ac7af,48.11,23,61.16,7,14,d8608727-4462-4990-819f-51935ad0cebd
ShopeePay,b9c6acf0-4cae-4f83-93e5-98005887c143,195.83,15,47.55,2,15,d8608727-4462-4990-819f-51935ad0cebd
MAE,1e6d2e32-c8d3-4d16-ac4a-ae3a52eac5e1,69.33,19,83.68,6,10,7e4fd7ee-e600-4514-9dcc-c8f0699a7e2b
ShopeePay,6e977cb2-a6ab-4648-b963-07903a58f174,124.05,15,81.96,5,11,7e4fd7ee-e600-4514-9dcc-c8f0699a7e2b
Boost,a0f06e81-b1f1-4647-8eaa-95e78f8267a0,53.72,11,16.87,8,5,7e4fd7ee-e600-4514-9dcc-c8f0699a7e2b
GoPayz,de876c26-c597-438a-97b4-b9e488b55c1a,475.54,6,66.9,2,4,7e4fd7ee-e600-4514-9dcc-c8f0699a7e2b
ShopeePay,134f0e75-e3f0-4ff6-8d26-80de2ec76b8f,449.48,27,65.04,7,9,ae8a1c01-0731-4101-b8f6-0adafd0bf340
Boost,697371c2-9c29-4aa5-aa93-bbf1faa2a8b9,356.95,15,66.92,5,4,ae8a1c01-0731-4101-b8f6-0adafd0bf340
GoPayz,da59a4e1-5b00-4f23-8b8d-3f8b929c7b13,468.2,8,76.79,5,7,a0c8f326-b068-4b5f-b674-26ac819d7038
GrabPay,61c24c81-39c0-41ba-a9f2-10a495ec41dd,355.04,11,88.19,2,10,a0c8f326-b068-4b5f-b674-26ac819d7038
Touch n Go eWallet,0494d4d3-e60c-4b6b-b98b-d4d1bc3d8617,130.69,24,11.55,4,8,a0c8f326-b068-4b5f-b674-26ac819d7038
GrabPay,939451c5-ea4b-4c87-9583-70031b518f71,54.84,10,40.43,2,15,869a6b4c-4dcd-4919-b3d5-7f18ac166829
GoPayz,3f140030-081c-4940-8443-33f2bb17acd3,468.09,17,22.01,1,8,869a6b4c-4dcd-4919-b3d5-7f18ac166829
MAE,451958c6-0ca0-4248-9c07-b54255e885b0,79.52,30,11.56,2,7,1ddcb5b6-3965-455c-925c-75b74c23c43f
ShopeePay,0c28231b-0214-4c73-adaf-bc71f2a9bf9c,232.25,17,45.91,6,6,1ddcb5b6-3965-455c-925c-75b74c23c43f
GrabPay,4489580c-eca0-4607-b938-ef410ad6f273,100.95,23,66.75,5,8,1ddcb5b6-3965-455c-925c-75b74c23c43f
MAE,c8e119ff-db50-4f45-bd51-2393fb4c225c,223.4,21,74.07,2,5,92401903-2c31-41d0-882b-0ac826fe33cf
GrabPay,41417ea9-4e93-4dd9-93d3-ffced8b7def7,490.02,5,37.25,7,8,92401903-2c31-41d0-882b-0ac826fe33cf
GoPayz,6a6008a0-cd6a-461b-a909-36267c915000,287.54,26,57.4,7,8,ead3a40f-4129-44a7-922f-705600ac30ec
MAE,50e6913f-a0c8-4459-9522-c05614205140,142.68,28,49.4,7,7,ead3a40f-4129-44a7-922f-705600ac30ec
Boost,0ace51bc-f1d9-4843-bdf9-7794ca3d7587,55.0,6,95.31,7,9,ead3a40f-4129-44a7-922f-705600ac30ec
Touch n Go eWallet,ed356db0-f921-400f-aa44-67a0c119d7a8,474.1,19,84.05,7,13,ead3a40f-4129-44a7-922f-705600ac30ec
GrabPay,206b2d10-2f08-4104-8b3a-5f41909f33f2,77.05,18,72.21,2,10,e7e9f716-3f16-4af9-89d2-3920cc311872
GoPayz,2a7d27d0-f22c-4af5-98cb-5baa76e4d4f6,40.73,6,74.45,4,15,e7e9f716-3f16-4af9-89d2-3920cc311872
MAE,33094d18-eb94-4916-87ae-31d49c1a402b,327.27,18,64.94,5,10,147fae61-48c7-4dc4-bf45-58139c2f44eb
Boost,65e7dfcb-532b-4a6c-b70d-5cee84250cf9,367.18,20,50.51,6,5,147fae61-48c7-4dc4-bf45-58139c2f44eb
Touch n Go eWallet,aa80d92c-63bd-4ec7-85d8-ab0e2b0f06e9,457.21,17,25.94,2,13,147fae61-48c7-4dc4-bf45-58139c2f44eb
GrabPay,1c8d22ca-488e-4c5e-a43a-0298392df97c,289.18,12,95.67,1,5,27942f46-bd3b-4912-ba63-e9804e38248b
